Symbol_HGNC	GenePanel
LGI4	AKI (AR);OMIM (AR);PCS (AR)
LHB	HH (AR);OMIM (AR);PCS (AR)
LHCGR	DSD (AR);OMIM (AD,AR);PCS (AR);TUMOR (AD,AR)
LHFPL5	DOOF (AR);OMIM (AR);PCS (AR)
LHX3	LENGTE (AR);OMIM (AR);PCS (AR)
LHX4	LENGTE (AD);OMIM (AD)
LIAS	EPI (AR);METAB (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
LIFR	LENGTE (AR);OMIM (AR);PCS (AR)
LIG1	IMMUUN (AR)
LIG4	BMF (AR);DKC (AR);IMMUUN (AR);MR (AR);OMIM (AR);PCS (AR);SCID (AR);TUMOR (AR)
LIM2	BLIND (AR);OMIM (AR);PCS (AR)
LIMS2	HART (AR);OMIM (AR);PCS (AR)
LINC00540	ANEURYSM (AD)
LINGO1	MR (AR);OMIM (AR)
LINS1	MR (AR);OMIM (AR);PCS (AR)
LIPA	METAB (AR);OMIM (AR);PCS (AR)
LIPC	METAB (AR);OMIM (AR);PCS (AR)
LIPE	OMIM (AR);PCS (AR)
LIPH	DERM (AR);OMIM (AR);PCS (AR)
LIPN	DERM (AR);OMIM (AR);PCS (AR)
LIPT1	METAB (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
LIPT2	METAB (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
LITAF	HMSN (AD);OMIM (AD)
LMAN1	HEMOS (AR);OMIM (AR);PCS (AR)
LMAN2L	MR (AR);OMIM (AR);PCS (AR)
LMBR1	OMIM (AD,AR);PCS (AR)
LMBRD1	DERM (AR);METAB (AR);OMIM (AR);PCS (AR)
LMF1	OMIM (AR);PCS (AR)
LMNA	AKI (AD);DERM (AD/AR);HART (AD/AR);HMSN (AR);LENGTE (AR);OMIM (AD,AR);PCS (AR);SPIER (AD,AR)
LMNB1	BEWEGING (AD);OMIM (AD)
LMNB2	OMIM (AR);PCS (AR)
LMOD1	ANEURYSM (AD);HART (AD)
LMOD3	AKI (AR);OMIM (AR);PCS (AR);SPIER (AR)
LMX1A	DOOF (AD)
LMX1B	DERM (AD);LENGTE (AD);NIER (AD);OMIM (AD)
LNPK	OMIM (AR)
LONP1	DERM (AR);LENGTE (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
LORICRIN	DERM (AD);OMIM (AD)
LOX	ANEURYSM (AD);HART (AD);OMIM (AD)
LOXHD1	DOOF (AR);OMIM (AR);PCS (AR)
LPA	ANEURYSM (AD)
LPAR6	DERM (AR);OMIM (AR);PCS (AR)
LPIN1	METAB (AR);OMIM (AR);PCS (AR);SPIER (AR)
LPIN2	DERM (AR);IJZER (-);IMMUUN (AR);LENGTE (AR);METAB (AR);OMIM (UK,AD,AR,XL,YL);PCS (AR)
LPL	ANEURYSM (AD);METAB (AR);OMIM (AD,AR);PCS (AR)
LPP	OMIM (UK,AD,AR,XL,YL)
LRAT	BLIND (AR);METAB (AR);OMIM (AR);PCS (AR)
LRBA	IMMUUN (AR);OMIM (AR);PCS (AR)
LRIG2	NIER (AR);OMIM (AR);PCS (AR)
LRIG3	HMSN (AD)
LRIT3	BLIND (AR);OMIM (AR);PCS (AR)
LRMDA	BLIND (AR);DERM (AR);OMIM (AR);PCS (AR)
LRP1	ANEURYSM (AD);OMIM (AR);PCS (AR)
LRP12	OMIM (AD,AR)
LRP2	BLIND (AR);CFA (AR);MR (AR);NIER (AR);OMIM (AR);PCS (AR)
LRP4	LENGTE (AR,AD);NIER (AR);OMIM (AD,AR);PCS (AR)
LRP5	BLIND (AR,AD);DOOF (AD);LENGTE (AD,AR);LEVER (AD);NIER (AD);OMIM (AD,AR);PCS (AR)
LRP6	CFA (AD);OMIM (AD)
LRPAP1	BLIND (AR);OMIM (AR);PCS (AR)
LRPPRC	MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
LRRC10	HART (AD/AR)
LRRC56	CILIO (AR);OMIM (AR)
LRRC6	CILIO (AR);OMIM (AR);PCS (AR)
LRRC8A	IMMUUN (AD);OMIM (AD)
LRRK1	LENGTE (AR)
LRRK2	PARK (AD)
LRSAM1	HMSN (AD/AR);OMIM (AD,AR);PCS (AR)
LRTOMT	DOOF (AR);OMIM (AR);PCS (AR)
LSS	BLIND (AR);DERM (AR);OMIM (AR);PCS (AR)
LTBP1	ANEURYSM (AD)
LTBP2	ANEURYSM (AR);BLIND (AR);LENGTE (AR);OMIM (AR);PCS (AR)
LTBP3	ANEURYSM (AD/AR);CFA (AR);DERM (AR);HART (AD/AR);IMMUUN (AR);LENGTE (AR);OMIM (AD,AR);PCS (AR)
LTBP4	ANEURYSM (AR);DERM (AR);OMIM (AR);PCS (AR)
LTC4S	METAB (AR);PCS (AR)
LYRM4	OMIM (AR);OXPHOS (AR);PCS (AR)
LYRM7	OMIM (AR);OXPHOS (AR);PCS (AR)
LYST	BLIND (AR);DERM (AR);HEMOS (AR);IMMUUN (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
LYZ	DERM (AD);NIER (AD);OMIM (AD)
LZTFL1	BLIND (AR);CILIO (AR);MR (AR);NIER (AR);OMIM (AR);PCS (AR)
LZTR1	HART (AD);HEMOS (AD);LENGTE (AD,AR);MR (AD,AR);OMIM (AD,AR);RAS (AD,AR);TUMOR (AD)
LZTS1	OMIM (UK,AD,AR,XL,YL)
MAB21L1	MR (AR);OMIM (AR)
MAB21L2	BLIND (AR);MR (AD,AR);OMIM (AD,AR);PCS (AR)
MACF1	MR (AD);OMIM (AD)
MAD1L1	OMIM (UK,AD,AR,XL,YL)
MAD2L2	BMF (AR);OMIM (AR);PCS (AR);TUMOR (AR)
MAF	BLIND (AD);MR (AD);OMIM (AD)
MAFA	OMIM (AD)
MAFB	LENGTE (AD);NIER (AD);OMIM (AD)
MAG	MR (AR);OMIM (AR);PCS (AR)
MAGED2	NIER (XLR);OMIM (XLR)
MAGEL2	MR (AD);OMIM (AD)
MAGI2	NIER (AR);OMIM (AR);PCS (AR)
MAGT1	IMMUUN (XL);OMIM (XLR)
MAK	BLIND (AR);OMIM (AR);PCS (AR)
MAL2	IMMUUN (-)
MALT1	IMMUUN (AR);OMIM (AR);PCS (AR)
MAML2	OMIM (UK,AD,AR,XL,YL)
MAMLD1	DSD (XL);OMIM (XLR)
MAN1B1	METAB (AR);MR (AR);OMIM (AR);PCS (AR)
MAN2B1	IMMUUN (AR);LENGTE (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
MANBA	IMMUUN (AR);LENGTE (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
MAOA	METAB (XL);MR (XL);OMIM (XLR)
MAP11	OMIM (AR)
MAP1B	MR (AD)
MAP2K1	DERM (AD);LENGTE (AD);MR (AD);OMIM (UK,AD,AR,XL,YL);RAS (AD);TUMOR (AD)
MAP2K2	DERM (AD);LENGTE (AD);MR (AD);OMIM (UK,AD,AR,XL,YL);RAS (AD);TUMOR (AD)
MAP3K1	DSD (AD);OMIM (AD)
MAP3K14	IMMUUN (AR)
MAP3K20	LENGTE (AR);OMIM (AR);PCS (AR)
MAP3K7	LENGTE (AD);OMIM (AD)
MAP3K8	OMIM (UK,AD,AR,XL,YL)
MAP4K4	ANEURYSM (AD)
MAPK8	ANEURYSM (AD)
MAPK8IP3	MR (AD);OMIM (AD)
MAPKAPK3	BLIND (AD);OMIM (AD)
MAPKBP1	CILIO (AR);NIER (AR);OMIM (AR);PCS (AR)
MAPRE2	MR (AD);OMIM (AD)
MAPT	OMIM (AD,AR);PARK (AD);PCS (AR)
MARCHF6	OMIM (AD)
MARK3	OMIM (AR)
MARS1	HMSN (AD/AR);LEVER (AR);OMIM (AD,AR);PCS (AR)
MARS2	BEWEGING (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
MARVELD2	DOOF (AR);OMIM (AR);PCS (AR)
MASP1	CFA (AR);MR (AR);OMIM (AR);PCS (AR)
MASP2	IMMUUN (AR);OMIM (AR)
MAST1	MR (AD);OMIM (AD)
MASTL	HEMOS (AD)
MAT1A	METAB (AR);MR (AR);OMIM (AD,AR);PCS (AR)
MAT2A	ANEURYSM (AD);HART (AD)
MATN3	LENGTE (AR,AD);OMIM (AD,AR);PCS (AR)
MATR3	ALS (AD);OMIM (AD)
MAX	TUMOR (AD)
MBD5	EPI (AD);MR (AD);OMIM (AD)
MBL2	IMMUUN (AR)
MBOAT7	METAB (AR);MR (AR);OMIM (AR);PCS (AR)
MBTPS1	OMIM (AR)
MBTPS2	DERM (XL);LENGTE (XL);MR (XL);OMIM (XLR)
MC2R	IMMUUN (AR);OMIM (AR);PCS (AR)
MC4R	OMIM (UK,AD,AR,XL,YL)
MCC	OMIM (UK,AD,AR,XL,YL)
MCCC1	METAB (AR);MR (AR);OMIM (AR);PCS (AR)
MCCC2	METAB (AR);MR (AR);OMIM (AR);PCS (AR)
MCEE	METAB (AR);OMIM (AR);PCS (AR)
MCFD2	HEMOS (AR/AD);OMIM (UK,AD,AR,XL,YL);PCS (AR)
MCM2	DOOF (AD);OMIM (AD)
MCM3AP	HMSN (AR);OMIM (AR)
MCM4	IMMUUN (AR);OMIM (AR);PCS (AR)
MCM5	OMIM (AR);PCS (AR)
MCM6	OMIM (AD)
MCM8	OMIM (AR)
MCM9	OMIM (AR);PCS (AR)
MCOLN1	METAB (AR);MR (AR);OMIM (AR);PCS (AR)
MCPH1	MR (AR);OMIM (AR);PCS (AR)
MCTP2	CHD (AD);HART (AD)
MCUR1	OXPHOS (AR)
MDH1	METAB (AR);OXPHOS (AR)
MDH2	MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR);TUMOR (AD)
MECOM	BMF (AD);HEMOS (AD);LENGTE (AD);OMIM (AD)
MECP2	BEWEGING (XL);EPI (XL);MR (XL);OMIM (XL)
MECR	BEWEGING (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
MED12	ANEURYSM (XLR);CFA (XL);DERM (XL);EPI (XL);MR (XL);OMIM (XLR)
MED13	MR (AD)
MED13L	CHD (AR,AD);HART (AD/AR);MR (AD);OMIM (AD)
MED17	MR (AR);OMIM (AR);PCS (AR)
MED23	MR (AR);OMIM (AR);PCS (AR)
MED25	HMSN (AR);MR (AR);OMIM (AR);PCS (AR)
MEF2C	EPI (AD);MR (AD);OMIM (AD)
MEFV	DERM (AD/AR);IMMUUN (AD,AR);OMIM (AD,AR);PCS (AR)
MEGF10	AKI (AR);OMIM (AR);PCS (AR);SPIER (AR)
MEGF8	CFA (AR);LENGTE (AR);MR (AR);OMIM (AR);PCS (AR)
MEI1	OMIM (AR)
MEIOB	OMIM (AR)
MEIS2	CFA (AD);MR (AD);OMIM (AD)
MEN1	OMIM (AD);TUMOR (AD)
MEOX1	CFA (AR);LENGTE (AR);OMIM (AR);PCS (AR)
MERTK	BLIND (AR);OMIM (AR);PCS (AR)
MESD	LENGTE (AR);OMIM (AR)
MESP2	LENGTE (AR);OMIM (AR);PCS (AR)
MET	DOOF (AR);LENGTE (AD);OMIM (AR);PCS (AR);TUMOR (AD)
METTL23	MR (AR);OMIM (AR);PCS (AR)
METTL5	MR (AR)
MFAP5	ANEURYSM (AD);HART (AD);OMIM (AD)
MFF	BEWEGING (AR);EPI (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
MFN2	BLIND (AD);HMSN (AD);OMIM (AD,AR);OXPHOS (AR);PCS (AR)
MFRP	BLIND (AR);OMIM (AR);PCS (AR)
MFSD2A	METAB (AR);MR (AR);OMIM (AR);PCS (AR)
MFSD8	BLIND (AR);EPI (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
MGAT2	METAB (AR);MR (AR);OMIM (AR);PCS (AR)
MGME1	OMIM (AR);OXPHOS (AR);PCS (AR)
MGP	DERM (AR);LENGTE (AR);MR (AR);OMIM (AR);PCS (AR)
MIB1	ANEURYSM (AD);HART (AD);OMIM (AD)
MICOS13	OMIM (AR);OXPHOS (AR)
MICU1	BEWEGING (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR);SPIER (AR)
MICU2	OXPHOS (AR)
MID1	CFA (XL);MR (XL);OMIM (XLR)
MID2	MR (XL);OMIM (XLR)
MIEF2	OXPHOS (AR)
MINPP1	METAB (AR)
MIP	BLIND (AD);OMIM (AD)
MIPEP	OMIM (AR);OXPHOS (AR);PCS (AR)
MIR140	LENGTE (AD);OMIM (AD)
MIR17HG	OMIM (AD)
MIR184	BLIND (AD);OMIM (AD)
MIR204	OMIM (AD)
MIR96	DOOF (AD);OMIM (AD)
MITF	BLIND (AD);CFA (AD);DERM (AD);DOOF (AR,AD);OMIM (AD,AR);PCS (AR);TUMOR (AD)
MKKS	BLIND (AR);CILIO (AR);DSD (AR);MR (AR);NIER (AR);OMIM (AR);PCS (AR)
MKRN3	OMIM (AD)
MKS1	BLIND (AR);CILIO (AR);LENGTE (AR);MR (AR);NIER (AR);OMIM (AR);PCS (AR)
MLC1	BEWEGING (AR);EPI (AR);MR (AR);OMIM (AR);PCS (AR)
MLH1	DERM (AD);OMIM (AD,AR);PCS (AR);TUMOR (AD,AR)
MLH3	OMIM (UK,AD,AR,XL,YL)
MLIP	SPIER (AR)
MLLT10	OMIM (UK,AD,AR,XL,YL)
MLPH	DERM (AR);HEMOS (AR);OMIM (AR);PCS (AR)
MLYCD	HART (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
MMAA	METAB (AR);MR (AR);OMIM (AR);PCS (AR)
MMAB	METAB (AR);MR (AR);OMIM (AR);PCS (AR)
MMACHC	DERM (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
MMADHC	BEWEGING (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
MME	HMSN (AD/AR);OMIM (AD,AR);PCS (AR)
MMP1	ANEURYSM (AD);OMIM (UK,AD,AR,XL,YL)
MMP10	ANEURYSM (AD)
MMP12	ANEURYSM (AD)
MMP13	ANEURYSM (AD);LENGTE (AD,AR);OMIM (AD,AR);PCS (AR)
MMP14	LENGTE (AR);OMIM (UK,AD,AR,XL,YL);PCS (AR)
MMP19	OMIM (AD)
MMP2	ANEURYSM (AD);DERM (AR);LENGTE (AR);OMIM (AR);PCS (AR)
MMP20	CFA (AR);DERM (AR);OMIM (AR);PCS (AR)
MMP21	CHD (AR);CILIO (AR);HART (AR);OMIM (AR);PCS (UK)
MMP3	ANEURYSM (AD)
MMP7	ANEURYSM (AD)
MMP8	ANEURYSM (AD)
MMP9	ANEURYSM (AD);LENGTE (AR);OMIM (UK,AD,AR,XL,YL);PCS (AR)
MMUT	METAB (AR);MR (AR);OMIM (AR);PCS (AR)
MN1	OMIM (AD)
MNX1	LENGTE (AD);OMIM (AD)
MOCOS	METAB (AR);NIER (AR);OMIM (AR);PCS (AR)
MOCS1	EPI (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
MOCS2	EPI (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
MOG	OMIM (AD)
MOGS	IMMUUN (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
MORC2	HMSN (AD);OMIM (AD)
MPC1	OMIM (AR);OXPHOS (AR);PCS (AR)
MPDU1	EPI (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
MPDZ	EPI (AR);MR (AD);OMIM (AR);PCS (AR)
MPI	METAB (AR);OMIM (AR);PCS (AR)
MPIG6B	HEMOS (AR);OMIM (AR)
MPL	BMF (ADAR);HEMOS (AD,AR,somatic);IJZER (-);OMIM (UK,AD,AR,XL,YL);PCS (AR);TUMOR (AR)
MPLKIP	DERM (AR);MR (AR);OMIM (AR);PCS (AR)
MPO	OMIM (AR);PCS (AR)
MPV17	HMSN (AR);LEVER (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
MPZ	AKI (AD,AR);HMSN (AD);OMIM (AD,AR);PCS (AR)
MPZL2	DOOF (AR);OMIM (AR)
MRAP	OMIM (AR);PCS (AR)
MRAS	OMIM (AD)
MRE11	BEWEGING (AR);BRSTKNK (AR);DERM (AR);IMMUUN (AR);OMIM (AR);PCS (AR);TUMOR (AR)
MRM2	OMIM (AR);OXPHOS (AR)
MRPL12	OXPHOS (AR)
MRPL3	OMIM (AR);OXPHOS (AR);PCS (AR)
MRPL40	OXPHOS (AR)
MRPL44	METAB (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
MRPL57	OXPHOS (AR)
MRPS14	OMIM (AR);OXPHOS (AR)
MRPS16	OMIM (AR);OXPHOS (AR);PCS (AR)
MRPS2	OMIM (AR);OXPHOS (AR);PCS (AR)
MRPS22	MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
MRPS23	OXPHOS (AR)
MRPS25	OXPHOS (AR)
MRPS28	OXPHOS (AR)
MRPS34	OMIM (AR);OXPHOS (AR);PCS (AR)
MRPS36	METAB (AR);OXPHOS (AR)
MRPS7	OMIM (AR);OXPHOS (AR);PCS (AR)
MRRF	OXPHOS (AR)
MRTFA	IMMUUN (AR);OMIM (UK,AD,AR,XL,YL)
MS4A1	ANEURYSM (AD);IMMUUN (AR);OMIM (AR);PCS (AR)
MSH2	DERM (AD/AR);OMIM (AD,AR);PCS (AR);TUMOR (AD,AR)
MSH3	OMIM (AR);PCS (AR);TUMOR (AR)
MSH5	OMIM (AR)
MSH6	OMIM (AD,AR);PCS (AR);TUMOR (AD,AR)
MSL3	MR (XLD);OMIM (UK,AD,AR,XL,YL)
MSMO1	METAB (AR);MR (AR);OMIM (AR);PCS (AR)
MSN	IMMUUN (XLR);OMIM (XLR)
MSR1	OMIM (UK,AD,AR,XL,YL)
MSRB3	DOOF (AR);OMIM (AR);PCS (AR)
MSTN	OMIM (UK,AD,AR,XL,YL);SPIER (AD)
MSTO1	OMIM (AD,AR);OXPHOS (AR);PCS (AR)
MSX1	CFA (AD);DERM (AD/AR);OMIM (AD)
MSX2	CFA (AD);LENGTE (AD);OMIM (AD)
MTA1	ANEURYSM (AD)
MTAP	LENGTE (AD);OMIM (AD);TUMOR (AD)
MTFMT	MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
MTHFD1	IMMUUN (AR);METAB (AR);OMIM (AR);PCS (AR)
MTHFR	ANEURYSM (AD);BEWEGING (AR);EPI (AR);HEMOS (AD);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
MTHFS	OMIM (AR)
MTM1	AKI (XLR);LEVER (XLR);METAB (XL);OMIM (XLR);SPIER (XL)
MTMR2	HMSN (AR);METAB (AR);OMIM (AR);PCS (AR)
MTO1	OMIM (AR);OXPHOS (AR);PCS (AR)
MTOR	DERM (AD);EPI (AD);MR (AD);OMIM (AD)
MTPAP	BEWEGING (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
MTR	METAB (AR);MR (AR);OMIM (AR);PCS (AR)
MTRR	EPI (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
MTTP	BEWEGING (AR);OMIM (AR);PCS (AR)
MUC1	OMIM (AD)
MUC5B	TUMOR (AD)
MUSK	AKI (AR);OMIM (AR);PCS (AR);SPIER (AR)
MUTYH	DERM (AR);OMIM (UK,AD,AR,XL,YL);PCS (AR);TUMOR (AR)
MVD	DERM (AD);OMIM (AD)
MVK	BLIND (AR);DERM (AD/AR);IMMUUN (AR);METAB (AR);MR (AR);OMIM (AD,AR);PCS (AR)
MXI1	OMIM (UK,AD,AR,XL,YL)
MYBPC1	AKI (AR);OMIM (AD,AR);PCS (AR)
MYBPC3	HART (AD/AR);OMIM (AD,AR)
MYBPHL	HART (AD)
MYC	OMIM (UK,AD,AR,XL,YL)
MYCN	AKI (AR);LENGTE (AD);MR (AD);OMIM (AD)
MYD88	IMMUUN (AR);OMIM (UK,AD,AR,XL,YL);PCS (AR)
MYF5	OMIM (AR)
MYF6	SPIER (AD)
MYH11	ANEURYSM (AD);CHD (AD);HART (AD);OMIM (AD)
MYH14	DOOF (AD);HMSN (AD);OMIM (AD)
MYH2	OMIM (AD,AR);PCS (AR);SPIER (AD,AR)
MYH3	AKI (AD);LENGTE (AD,AR);OMIM (AD,AR);SPIER (AD)
MYH6	ANEURYSM (AD);CHD (AD);HART (AD/AR);OMIM (AD)
MYH7	CHD (AD);HART (AD/AR);OMIM (AD,AR);SPIER (AD)
MYH7B	HART (AD)
MYH8	AKI (AD);DERM (AD);OMIM (AD)
MYH9	BMF (AD);DOOF (AD);HEMOS (AD);MR (AD);NIER (AD);OMIM (AD)
MYL1	OMIM (AR)
MYL2	HART (AD);OMIM (AD)
MYL3	HART (AD);OMIM (AD,AR);PCS (AR)
MYL4	HART (AD);OMIM (AD)
MYL7	HART (AD)
MYLK	ANEURYSM (AD);HART (AD);OMIM (AD,AR)
MYLK2	HART (AD);OMIM (AD)
MYLK3	HART (AD)
MYMK	OMIM (AR);PCS (AR)
MYO15A	DOOF (AR);OMIM (AR);PCS (AR)
MYO18B	LENGTE (AR);OMIM (AR);PCS (AR)
MYO1A	HMSN (AD)
MYO1E	NIER (AR);OMIM (AR);PCS (AR)
MYO3A	DOOF (AD,AR);OMIM (AR);PCS (AR)
MYO5A	DERM (AR);HEMOS (AR);MR (AR);OMIM (AR);PCS (AR)
MYO5B	LEVER (AR);OMIM (AR);PCS (AR)
MYO6	DOOF (AD,AR);HART (AD/AR);OMIM (AD,AR);PCS (AR)
MYO7A	BLIND (AR);DOOF (AR,AD);OMIM (AD,AR);PCS (AR)
MYO9A	OMIM (AR)
MYOC	BLIND (AD);OMIM (AD)
MYOM1	HART (AD)
MYORG	BEWEGING (AR);OMIM (AR);PARK (AR)
MYOT	HART (AD);OMIM (AD);SPIER (AD,AR)
MYOZ2	HART (AD);OMIM (AD)
MYPN	HART (AD);OMIM (AD,AR);PCS (AR);SPIER (AR)
MYRF	OMIM (AD)
MYSM1	BMF (AR);IMMUUN (AR);OMIM (AR)
MYT1L	MR (AD);OMIM (AD)
MZB1	ANEURYSM (AD)
NAA10	BLIND (XL);CFA (XL);DERM (XL);MR (XL);OMIM (XL)
NAA15	MR (AD);OMIM (AD)
NACC1	EPI (AD);MR (AD);OMIM (AD)
NADK2	METAB (AR);OMIM (AR);PCS (AR)
NAGA	DERM (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
NAGLU	HMSN (AD);LENGTE (AR,AD);METAB (AR);MR (AR);OMIM (AD,AR);PCS (AR)
NAGS	METAB (AR);OMIM (AR);PCS (AR)
NALCN	MR (AD,AR);OMIM (AD,AR);PCS (AR)
NANOS1	OMIM (AD)
NANS	BEWEGING (AR);EPI (AR);LENGTE (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
NARS2	DOOF (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
NAT8L	OMIM (AR);PCS (AR)
NAXD	OMIM (AR);OXPHOS (AR)
NAXE	MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
NBAS	BLIND (AR);DERM (AR);IMMUUN (AR);LENGTE (AR);LEVER (AR);METAB (AR);OMIM (AR);PCS (AR)
NBEA	HEMOS (AD);MR (AD)
NBEAL2	BMF (AR);HEMOS (AR);OMIM (AR);PCS (AR)
NBN	BRSTKNK (AR);IMMUUN (AR);MR (AR);OMIM (AR);PCS (AR);TUMOR (AR)
NCAPD2	OMIM (AR);PCS (AR)
NCAPD3	OMIM (AR);PCS (AR)
NCAPG2	CILIO (AR);NIER (AR);OMIM (AR);PCS (AR)
NCAPH	OMIM (AR);PCS (AR)
NCF1	IMMUUN (AR);OMIM (AR);PCS (AR)
NCF2	IMMUUN (AR);OMIM (AR);PCS (AR)
NCF4	IMMUUN (AR);OMIM (AR);PCS (AR)
NCOA4	IJZER (AR,AD)
NCOA6	HART (AD)
NCSTN	DERM (AD);IMMUUN (AD);OMIM (AD)
NDE1	MR (AR);OMIM (AR);PCS (AR)
NDN	OMIM (AD)
NDP	BLIND (XL);MR (XL);OMIM (XLR)
NDRG1	HMSN (AR);OMIM (AR);PCS (AR)
NDST1	MR (AR);OMIM (AR);PCS (AR)
NDUFA1	EPI (XL);MR (XL);OMIM (XLR);OXPHOS (XL)
NDUFA10	OMIM (AR);OXPHOS (AR);PCS (AR)
NDUFA11	EPI (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
NDUFA12	MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
NDUFA13	OMIM (AR);OXPHOS (AR);PCS (AR)
NDUFA2	MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
NDUFA3	OXPHOS (AR)
NDUFA4	OXPHOS (AR)
NDUFA5	OXPHOS (AR)
NDUFA6	OMIM (AR);OXPHOS (AR)
NDUFA7	OXPHOS (AR)
NDUFA8	OXPHOS (AR)
NDUFA9	OMIM (AR);OXPHOS (AR);PCS (AR)
NDUFAB1	OXPHOS (AR)
NDUFAF1	EPI (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
NDUFAF2	EPI (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
NDUFAF3	EPI (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
NDUFAF4	EPI (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
NDUFAF5	EPI (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
NDUFAF6	OMIM (AR);OXPHOS (AR);PCS (AR)
NDUFAF7	OXPHOS (AR)
NDUFAF8	OXPHOS (AR)
NDUFB1	OXPHOS (AR)
NDUFB10	OXPHOS (AR)
NDUFB11	DERM (XL);IJZER (XL);OMIM (XL);OXPHOS (AR);PCS (AR)
NDUFB2	OXPHOS (AR)
NDUFB3	EPI (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
NDUFB4	OXPHOS (AR)
NDUFB5	OXPHOS (AR)
NDUFB6	OXPHOS (AR)
NDUFB7	OXPHOS (AR)
NDUFB8	OMIM (AR);OXPHOS (AR);PCS (AR)
NDUFB9	EPI (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
NDUFC1	OXPHOS (AR)
NDUFC2	OXPHOS (AR)
NDUFS1	EPI (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
NDUFS2	BLIND (AR);EPI (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
NDUFS3	EPI (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
NDUFS4	EPI (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
NDUFS5	OXPHOS (AR)
NDUFS6	EPI (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
NDUFS7	MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
NDUFS8	MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
NDUFV1	EPI (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
NDUFV2	EPI (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
NDUFV3	OXPHOS (AR)
NEB	AKI (AR);OMIM (AR);PCS (AR);SPIER (AR)
NEBL	HART (AD)
NECAP1	EPI (AR);OMIM (AR);PCS (AR)
NECTIN1	CFA (AR);DERM (AD/AR);OMIM (AR);PCS (AR)
NECTIN4	DERM (AR);OMIM (AR);PCS (AR)
NEDD4L	EPI (AD);MR (AD);OMIM (AD)
NEFH	HMSN (AD);OMIM (AD,AR);SPIER (AD)
NEFL	BEWEGING (AD);HMSN (AD/AR);OMIM (AD,AR)
NEK1	CILIO (AR);DSD (AR);LENGTE (AR);NIER (AR);OMIM (UK,AD,AR,XL,YL);PCS (AR)
NEK11	DERM (AD)
NEK2	BLIND (AR);OMIM (AR);PCS (AR)
NEK8	CILIO (AR);NIER (AR);OMIM (AR);PCS (AR)
NEK9	AKI (AR);DERM (AD);LENGTE (AR);OMIM (AR);PCS (AR)
